ENTREZID	GENENAME	SYMBOL	L.major_4vsControl_logFC	L.major_4vsControl_test	L.major_8vsControl_logFC	L.major_8vsControl_test	L.major_24vsControl_logFC	L.major_24vsControl_test
6507	solute carrier family 1 member 3	SLC1A3	2.0700039757187	1	2.47028194997503	1	2.34502464072372	1
255231	mucolipin 2	MCOLN2	2.02578666083108	1	2.45609352664284	1	2.39642940229679	1
2921	C-X-C motif chemokine ligand 3	CXCL3	2.95504203550081	1	2.51379407931919	1	1.40319540867048	0
117289	T cell activation RhoGTPase activating protein	TAGAP	2.37834884068413	1	2.37860885212072	1	2.08500634258681	1
9560	C-C motif chemokine ligand 4 like 2	CCL4L2	2.57225842486851	1	2.44195238366981	1	1.6810226355644	1
6513	solute carrier family 2 member 1	SLC2A1	2.42096224709051	1	2.67198744862189	1	1.58799898100771	1
8638	2'-5'-oligoadenylate synthetase like	OASL	2.25631736979494	1	2.69677450616053	1	1.71574679016343	1
9334	beta-1,4-galactosyltransferase 5	B4GALT5	2.49779892341161	1	2.65929190571228	1	1.47241727535226	1
9589	WT1 associated protein	WTAP	2.44518222692639	1	2.31999589949256	1	1.84638295603202	1
8651	suppressor of cytokine signaling 1	SOCS1	1.67899276976299	1	2.10378736450355	1	2.75928366065928	1
7128	TNF alpha induced protein 3	TNFAIP3	2.11040286900289	1	2.59142193870491	1	1.79343977225157	1
6349	C-C motif chemokine ligand 3 like 1	CCL3L1	2.34964250996919	1	2.29942896529467	1	1.84578594723208	1
6351	C-C motif chemokine ligand 4	CCL4	2.46003697117119	1	2.42937040912454	1	1.58697931906068	1
5142	phosphodiesterase 4B	PDE4B	1.87075203294245	1	2.0240179127481	1	2.54703991710666	1
2713	glycerol kinase 3 pseudogene	GK3P	1.71723558296229	1	2.0411553651619	1	2.56028094312231	1
57674	ring finger protein 213	RNF213	1.90579639558845	1	2.266063950741	1	2.14421803568004	1
6504	signaling lymphocytic activation molecule family member 1	SLAMF1	2.2241130191918	1	2.43807824287408	1	1.63193827742901	0
23327	NEDD4 like E3 ubiquitin protein ligase	NEDD4L	1.79928801003817	1	2.47137487866046	1	1.94328815751211	1
941	CD80 molecule	CD80	2.05878318100958	1	2.12142516547298	1	1.98981266170743	1
7185	TNF receptor associated factor 1	TRAF1	2.49388015664965	1	1.8112417036456	1	1.86395796256768	1
388372	C-C motif chemokine ligand 4 like 1	CCL4L1	2.28181302633682	1	2.240576394072	1	1.61274376407378	1
1435	colony stimulating factor 1	CSF1	2.25869862960622	1	2.34771360140063	1	1.50021814963713	1
9659	phosphodiesterase 4D interacting protein	PDE4DIP	1.61162921759518	1	2.21495180390891	1	2.23272531789425	1
1263	polo like kinase 3	PLK3	2.18668731124167	1	2.03741622922019	1	1.75222198129219	1
80149	zinc finger CCCH-type containing 12A	ZC3H12A	2.20622672485044	1	2.05165136456393	1	1.71491302747981	1
116071	basic leucine zipper ATF-like transcription factor 2	BATF2	1.34037701552343	0	2.05250386201649	1	2.57623957753702	1
3099	hexokinase 2	HK2	1.65807405730999	1	2.08621561083025	1	2.15415700540667	1
115361	guanylate binding protein 4	GBP4	0.721817776548846	0	1.79725740423531	1	3.34930205611017	1
115362	guanylate binding protein 5	GBP5	0.624762177648588	0	1.76555004646774	1	3.43652870436499	1
958	CD40 molecule	CD40	3.02942352429186	1	1.49816918504852	1	1.2959362338657	1
79651	rhomboid 5 homolog 2	RHBDF2	1.58999059797254	1	1.8312506011658	1	2.38634738144009	1
8767	receptor interacting serine/threonine kinase 2	RIPK2	1.82253358884754	1	1.95771405290598	1	2.01670804541082	1
57600	folliculin interacting protein 2	FNIP2	2.1065548392419	1	2.11804795502202	1	1.52562424935627	1
7422	vascular endothelial growth factor A	VEGFA	1.98871922730375	1	1.74121928274563	1	1.99230041972166	1
55686	melanoregulin	MREG	1.65198767171651	1	2.10926584124341	1	1.952165906099	1
4494	metallothionein 1F	MT1F	1.598919014345	1	2.26097752817635	1	1.79949448402872	1
196383	Rab interacting lysosomal protein like 2	RILPL2	1.84655315941643	1	1.84163567565895	1	1.89954272979334	1
3437	interferon induced protein with tetratricopeptide repeats 3	IFIT3	1.66631055191646	1	2.16712520236419	1	1.7239276282132	1
8613	phospholipid phosphatase 3	PLPP3	1.34455148433507	1	1.95381778480795	1	2.25755212430532	1
57464	striatin interacting protein 2	STRIP2	1.46280540948113	1	1.96380884606253	1	2.10008331246846	1
3690	integrin subunit beta 3	ITGB3	1.36070368225199	1	1.94954569697146	1	2.20233679365745	1
10602	CDC42 effector protein 3	CDC42EP3	1.89035593430141	1	2.410049430567	1	1.20212421051297	1
11274	ubiquitin specific peptidase 18	USP18	1.74525065761477	1	2.46208026233499	1	1.28663710162236	0
29967	LDL receptor related protein 12	LRP12	1.94955631822929	1	2.06369128295358	1	1.46719436587622	1
117177	RAB3A interacting protein	RAB3IP	1.69277129684072	1	2.09874618052504	1	1.61699079273904	1
3762	potassium inwardly rectifying channel subfamily J member 5	KCNJ5	1.34700216425659	1	1.96426082541018	1	2.09624292313637	1
8900	cyclin A1	CCNA1	1.40208854134761	1	2.47512520387296	1	1.51229352977411	1
2710	glycerol kinase	GK	1.410643775815	1	1.70166230349204	1	2.22193640238101	1
389072	pleckstrin homology domain containing M3	PLEKHM3	1.37093911103349	1	2.03987078858255	1	1.89040515642203	1
1847	dual specificity phosphatase 5	DUSP5	1.85502255327301	1	1.89429585615884	1	1.51169441085902	1
8013	nuclear receptor subfamily 4 group A member 3	NR4A3	1.9258687154163	1	1.83173651903389	1	1.47487881852034	1
1889	endothelin converting enzyme 1	ECE1	1.68361456184218	1	1.95553657116837	1	1.58858949940599	1
10964	interferon induced protein 44 like	IFI44L	0.987743096435171	0	2.04358543948309	1	2.19403721907516	1
6775	signal transducer and activator of transcription 4	STAT4	1.60796434830942	1	1.8599417120386	1	1.74802313383604	1
56675	nuclear receptor interacting protein 3	NRIP3	1.55834437849409	1	2.19979763944781	1	1.44663113909582	1
2633	guanylate binding protein 1	GBP1	1.07545164855378	0	1.58875730887836	1	2.52859208458847	1
7357	UDP-glucose ceramide glucosyltransferase	UGCG	1.69761538623477	1	1.84006352194689	1	1.63594085509493	1
2634	guanylate binding protein 2	GBP2	1.62459773233926	1	1.6528595642681	1	1.8913528557063	1
2920	C-X-C motif chemokine ligand 2	CXCL2	1.95228803572802	1	1.82767556245485	1	1.38568520643374	1
91283	Myb/SANT DNA binding domain containing 3	MSANTD3	1.74410119705355	1	1.85114252578604	1	1.54798323273404	1
85027	small integral membrane protein 3	SMIM3	1.42989773797145	1	1.99381293766047	1	1.7177740080118	1
182	jagged canonical Notch ligand 1	JAG1	2.11156846580896	1	1.99146584072214	1	0.982869843526386	0
91351	DExD/H-box 60 like	DDX60L	1.2142852284116	1	1.86665290086304	1	1.97299786299901	1
1844	dual specificity phosphatase 2	DUSP2	2.33961660153421	1	1.8268340874295	1	0.882582733336715	0
57458	transmembrane and coiled-coil domain family 3	TMCC3	1.71419780205938	1	2.00378139606064	1	1.32323560257781	1
629	complement factor B	CFB	0.503292793310738	0	1.38105994145322	1	3.11529215589713	1
80045	G protein-coupled receptor 157	GPR157	1.24141223136493	1	1.53823827752632	1	2.20700511537692	1
9435	carbohydrate sulfotransferase 2	CHST2	1.25754822437953	1	1.67501195890152	1	2.05345664353322	1
10672	G protein subunit alpha 13	GNA13	1.71992873129341	1	1.69409455435352	1	1.57191893709945	1
57655	GRAM domain containing 1A	GRAMD1A	1.40362765106804	1	1.52314648864325	1	2.054337553398	1
55824	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	PAG1	1.32132656880219	1	1.86375559244938	1	1.78196384086948	1
9693	Rap guanine nucleotide exchange factor 2	RAPGEF2	1.91885170991202	1	1.78925323248855	1	1.22579673490664	1
2180	acyl-CoA synthetase long chain family member 1	ACSL1	1.48772404757831	1	1.66832438597758	1	1.76460177240293	1
4234	methyltransferase like 1	METTL1	1.69710166793372	1	1.76463508137568	1	1.44275777325939	1
24145	pannexin 1	PANX1	1.78780020366479	1	1.72643050438394	1	1.38129960497568	1
3659	interferon regulatory factor 1	IRF1	1.19049376703061	1	1.52806716002003	1	2.16011364561765	1
29126	CD274 molecule	CD274	1.18936337717853	1	1.79669683395095	1	1.8919355297384	1
7850	interleukin 1 receptor type 2	IL1R2	2.31195559015297	1	2.22159787770336	1	0.33526717038896	0
8519	interferon induced transmembrane protein 1	IFITM1	0.946244190893916	0	1.50539366453667	1	2.41116840081062	1
7474	Wnt family member 5A	WNT5A	1.17556497518924	0	1.48156054803305	0	2.20272081791339	1
3096	HIVEP zinc finger 1	HIVEP1	1.74402503725517	1	1.62107554884707	1	1.46731106235247	1
9120	solute carrier family 16 member 6	SLC16A6	1.73197215122709	1	1.49599112407102	1	1.59068413187449	1
29887	sorting nexin 10	SNX10	1.17944860791258	1	1.60433565694539	1	2.00015274440898	1
10501	semaphorin 6B	SEMA6B	0.652238585609155	0	1.56487678194029	1	2.56587004002118	1
962	CD48 molecule	CD48	1.25153968038185	1	1.77433707045157	1	1.75372422472269	1
9034	C-C motif chemokine receptor like 2	CCRL2	1.6935487070971	1	1.59071071129598	1	1.48150345237466	1
5359	phospholipid scramblase 1	PLSCR1	1.19065295584418	0	1.59318798701718	1	1.96614526470451	1
4783	nuclear factor, interleukin 3 regulated	NFIL3	1.59377050335532	1	1.31056362582902	1	1.83063105086375	1
1645	aldo-keto reductase family 1 member C1	AKR1C1	1.29586764580488	1	2.0956915327071	1	1.33209115584378	1
4063	lymphocyte antigen 9	LY9	1.14281587225752	0	1.62871937969941	1	1.94551514990872	1
8676	syntaxin 11	STX11	1.69028357759093	1	1.63185511993964	1	1.37909480900263	1
4600	MX dynamin like GTPase 2	MX2	1.88596813582888	1	1.91455094644899	1	0.892758772911581	0
7088	TLE family member 1, transcriptional corepressor	TLE1	1.95677037100941	1	1.82223255132026	1	0.899270432003668	0
10950	BTG anti-proliferation factor 3	BTG3	1.58467821428202	1	1.55540171326178	1	1.53059576788043	1
57732	zinc finger FYVE-type containing 28	ZFYVE28	1.57348644514387	1	1.665623218121	1	1.42367689783088	1
84419	chromosome 15 open reading frame 48	C15orf48	1.37572493258253	1	1.69430223463215	1	1.59213781478917	1
415116	Pim-3 proto-oncogene, serine/threonine kinase	PIM3	1.58630641842165	1	1.60921169457889	1	1.4407887134943	1
860	RUNX family transcription factor 2	RUNX2	0.836059129366763	0	1.65065655048633	1	2.14401347721667	1
4047	lanosterol synthase	LSS	1.35237602105968	1	1.78706381119219	1	1.4371153194394	1
10133	optineurin	OPTN	1.13152155118665	1	1.52577298278556	1	1.88534373130298	1
94015	tweety family member 2	TTYH2	1.20543021707352	1	1.69737736244002	1	1.6390586273188	1
11221	dual specificity phosphatase 10	DUSP10	1.17184925812661	1	1.71653145049746	1	1.62386010854027	1
6541	solute carrier family 7 member 1	SLC7A1	1.76603811237412	1	1.8258718221786	1	0.912460939981063	1
55179	Fas apoptotic inhibitory molecule	FAIM	1.17420887699047	1	1.85180326938978	1	1.47695923852565	1
5962	radixin	RDX	0.974827518586379	1	1.67308949759868	1	1.84899637570448	1
8644	aldo-keto reductase family 1 member C3	AKR1C3	1.24625934584306	1	2.04990735041301	1	1.14657735567592	1
79135	apolipoprotein O	APOO	0.732472162599326	1	1.36039958812638	1	2.34286248442307	1
1236	C-C motif chemokine receptor 7	CCR7	0.836162525652139	0	1.51169912719349	1	2.08394965556442	1
1827	regulator of calcineurin 1	RCAN1	2.31200244678102	1	1.62925364160052	1	0.481336105998459	0
4302	MLLT6, PHD finger containing	MLLT6	1.52505961129374	1	1.55932128810383	1	1.32985519162277	1
9263	serine/threonine kinase 17a	STK17A	1.53728078780989	1	1.57723669173427	1	1.29527826823972	1
10402	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	ST3GAL6	1.69904267534566	1	1.69010467978712	1	1.01789729518796	1
84166	NLR family CARD domain containing 5	NLRC5	0.611698826300202	0	1.58264633549152	1	2.21250647000883	1
4854	notch receptor 3	NOTCH3	0.972171838653507	1	1.79785569749908	1	1.63367285044441	1
10135	nicotinamide phosphoribosyltransferase	NAMPT	1.39134458655128	1	1.56500111510651	1	1.4318927263597	1
1646	aldo-keto reductase family 1 member C2	AKR1C2	1.25928581161901	1	1.95972559462936	1	1.16174567159216	0
219333	ubiquitin specific peptidase 12	USP12	1.7977070175668	1	1.64600868466222	1	0.924703424694474	1
284018	chromosome 17 open reading frame 58	C17orf58	1.93680756785385	1	1.70734663695768	1	0.719995341796215	0
154743	base methyltransferase of 25S rRNA 2 homolog	BMT2	1.73575638874926	1	1.69311123314814	1	0.919063898823778	1
85403	ELL associated factor 1	EAF1	1.08321723665512	1	1.83753768803427	1	1.41624332535199	1
200734	sprouty related EVH1 domain containing 2	SPRED2	1.64042183307907	1	1.47435012231341	1	1.21762818407275	1
9308	CD83 molecule	CD83	1.41051621407382	1	1.72732281340759	1	1.18626980318639	1
1109	aldo-keto reductase family 1 member C4	AKR1C4	0.98360896484362	0	2.06544145809746	1	1.26463952127841	1
2995	glycophorin C (Gerbich blood group)	GYPC	0.680760266349091	0	1.12063782113876	1	2.50447440205504	1
23099	zinc finger and BTB domain containing 43	ZBTB43	1.70844078706821	1	1.84792186730379	1	0.73670789537533	1
7982	suppression of tumorigenicity 7	ST7	1.84114519477904	1	1.8008733216491	1	0.644431962491776	0
3914	laminin subunit beta 3	LAMB3	1.48341124980507	1	1.29446178736361	1	1.47488065870631	1
9636	ISG15 ubiquitin like modifier	ISG15	1.16724879843966	1	1.57591162818199	1	1.5032760420939	1
272	adenosine monophosphate deaminase 3	AMPD3	1.48868259965753	1	1.82058480753612	1	0.934986028780774	1
54971	BTG3 associated nuclear protein	BANP	1.52003952075925	1	1.55585750902775	1	1.15770793491386	1
6385	syndecan 4	SDC4	1.94008093085432	1	1.51518495814559	1	0.753917815565107	1
7159	tumor protein p53 binding protein 2	TP53BP2	1.66941742321033	1	1.69194217248018	1	0.847082531607501	1
84883	apoptosis inducing factor mitochondria associated 2	AIFM2	0.921214858996654	1	1.31095444785192	1	1.97422571937108	1
4599	MX dynamin like GTPase 1	MX1	1.17368514917049	1	1.67990892705959	1	1.33749463445397	1
4501	metallothionein 1X	MT1X	1.54122371452244	1	1.81556455312882	1	0.833692918522376	0
6352	C-C motif chemokine ligand 5	CCL5	1.26265614172742	1	1.36758751209326	1	1.55786302214479	1
330	baculoviral IAP repeat containing 3	BIRC3	1.28933065773752	1	1.33536654346449	1	1.55318559482345	1
9242	musculin	MSC	1.373958749331	1	1.43791972095226	1	1.35561234696734	1
10062	nuclear receptor subfamily 1 group H member 3	NR1H3	0.798785165533785	1	1.34024742906195	1	2.00129169695469	1
8564	kynurenine 3-monooxygenase	KMO	1.66859211238622	1	1.62300744688438	1	0.847868362867203	1
7378	uridine phosphorylase 1	UPP1	1.50103799879074	1	1.5113869803065	1	1.12456520257087	1
3091	hypoxia inducible factor 1 subunit alpha	HIF1A	1.50346577165859	1	1.42297500361352	1	1.17581415953893	1
57493	heart development protein with EGF like domains 1	HEG1	1.36266277032318	1	1.92415905218553	1	0.811071517147939	1
5265	serpin family A member 1	SERPINA1	1.06505067233127	1	1.27970075925373	1	1.74185913168119	1
214	activated leukocyte cell adhesion molecule	ALCAM	1.26572803956362	0	1.51510517817639	1	1.30559618507019	1
56895	1-acylglycerol-3-phosphate O-acyltransferase 4	AGPAT4	1.55615360579827	1	1.49361853224521	1	1.03177096852382	1
2534	FYN proto-oncogene, Src family tyrosine kinase	FYN	1.98839868250273	1	1.52257904781389	1	0.562801180858997	0
92181	ubiquitin domain containing 2	UBTD2	1.70362530348554	1	1.67333134709791	1	0.688395284527621	1
23034	sterile alpha motif domain containing 4A	SAMD4A	1.3441369607602	1	1.64106229193227	1	1.0775376349237	1
5606	mitogen-activated protein kinase kinase 3	MAP2K3	2.01593015500005	1	1.64520061501917	1	0.39265676008651	0
3783	potassium calcium-activated channel subfamily N member 4	KCNN4	1.37892430568777	1	1.55438071813116	1	1.10586582183762	1
7039	transforming growth factor alpha	TGFA	1.42956778773657	1	1.60652385803121	1	0.998925523035417	1
8491	mitogen-activated protein kinase kinase kinase kinase 3	MAP4K3	1.08727770383915	1	1.62815259617183	1	1.30955675813374	1
56983	protein O-glucosyltransferase 1	POGLUT1	1.31870971482451	1	1.07403550987491	1	1.63076658217773	1
153020	RasGEF domain family member 1B	RASGEF1B	1.85262681973066	1	1.61558651946475	1	0.541108966337593	1
541471	MIR4435-2 host gene	MIR4435-2HG	1.38004530599191	1	1.57891831436472	1	1.04254690639612	1
92610	TRAF interacting protein with forkhead associated domain	TIFA	1.12539134345974	1	1.16147556589192	1	1.71146509152852	1
5533	protein phosphatase 3 catalytic subunit gamma	PPP3CC	1.1982590175252	1	1.43285761109802	1	1.36648106538559	1
5272	serpin family B member 9	SERPINB9	1.51707702539463	1	1.55964738246384	1	0.914855004932488	1
8870	immediate early response 3	IER3	1.69752720542177	1	1.28400302955764	0	0.998242752462113	0
80830	apolipoprotein L6	APOL6	0.586031265853393	0	1.46541923411503	1	1.91865823261253	1
84807	NFKB inhibitor delta	NFKBID	1.95273588504225	1	1.4112436229082	1	0.603863205124396	0
2635	guanylate binding protein 3	GBP3	0.491146531086105	0	1.26849414076053	1	2.20599885354039	1
55151	transmembrane protein 38B	TMEM38B	0.594765296505559	0	1.1857033584225	1	2.16820755400123	1
135228	CD109 molecule	CD109	1.33233388481043	1	1.60862625863723	1	1.0069722098432	1
2643	GTP cyclohydrolase 1	GCH1	0.806198835196366	0	1.19851995613419	1	1.92946956076739	1
8530	cystatin F	CST7	1.18158060415191	0	1.38317306263657	1	1.36483505931311	1
83641	family with sequence similarity 107 member B	FAM107B	1.48330620902347	1	1.40789672408107	1	1.03242833151702	0
112597	cytoskeleton regulator RNA	CYTOR	1.24286397344519	1	1.59946866518339	1	1.07989285537087	1
3475	interferon related developmental regulator 1	IFRD1	1.1742194903854	1	1.33221380378427	1	1.40999268803662	1
7037	transferrin receptor	TFRC	1.01422131877965	1	1.32268636344222	1	1.56657269744176	1
6515	solute carrier family 2 member 3	SLC2A3	1.81085428764122	1	1.5744737398342	1	0.517380064149721	0
79836	LON peptidase N-terminal domain and ring finger 3	LONRF3	1.4196720146604	1	1.65163608253582	1	0.785397168095551	0
26509	myoferlin	MYOF	1.21223232850548	1	1.39215293664861	1	1.24961662892003	1
51363	carbohydrate sulfotransferase 15	CHST15	1.78514015353131	1	1.28578246940457	1	0.782611420520919	1
91694	LON peptidase N-terminal domain and ring finger 1	LONRF1	1.72514957621653	1	1.52844583140809	1	0.587596478970534	0
5025	purinergic receptor P2X 4	P2RX4	0.980373781555654	1	1.24419794008657	1	1.60249558294051	1
51191	HECT and RLD domain containing E3 ubiquitin protein ligase 5	HERC5	0.740341805467047	0	1.54339595179387	1	1.51910643232957	1
10725	nuclear factor of activated T cells 5	NFAT5	1.27154707786316	1	1.33704489350857	1	1.19415479316366	1
10537	ubiquitin D	UBD	0.400967190701143	0	0.469356970619019	0	2.92566205481384	1
7145	tensin 1	TNS1	0.711357065029175	0	1.43808083996618	1	1.64160481997699	1
8828	neuropilin 2	NRP2	1.46652584165369	1	1.76591295900549	1	0.554880577175769	1
8797	TNF receptor superfamily member 10a	TNFRSF10A	1.2276779953318	1	1.57394287424377	1	0.979440715870487	1
9467	SH3 domain binding protein 5	SH3BP5	1.23047107906201	1	1.52906020905601	1	1.01450166329696	1
148022	toll like receptor adaptor molecule 1	TICAM1	1.46019223594572	1	1.46864767881735	1	0.844478525864668	1
84981	MIR22 host gene	MIR22HG	1.76619973125519	1	1.6171226632025	1	0.388824047706107	0
29966	striatin 3	STRN3	1.49042782952112	1	1.42062363071401	1	0.843620536551644	1
64968	mitochondrial ribosomal protein S6	MRPS6	1.26329513971515	1	1.24898957399456	1	1.22603200751585	1
23597	acyl-CoA thioesterase 9	ACOT9	0.875191930002421	1	1.130427576783	1	1.70295057882634	1
127281	peroxiredoxin like 2B	PRXL2B	0.900913632884162	1	1.30108675934434	1	1.49198124835621	1
960	CD44 molecule (Indian blood group)	CD44	1.65446262373127	1	1.65038430875431	1	0.382520642826291	0
3725	Jun proto-oncogene, AP-1 transcription factor subunit	JUN	1.57882979994933	1	1.42744517394668	1	0.672873096090022	0
144195	solute carrier family 2 member 14	SLC2A14	1.69279166158043	1	1.462020849523	1	0.520327649276284	0
10678	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	B3GNT2	1.25209821879478	1	1.52718240676032	1	0.881964608067868	1
2317	filamin B	FLNB	1.15874688864347	1	1.58878907669495	1	0.913607456785892	0
116984	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	ARAP2	1.03891705642296	1	1.2444215428886	1	1.37720118798686	1
57584	Rho GTPase activating protein 21	ARHGAP21	0.933868452856867	1	1.60540319356365	1	1.12004047263129	1
55647	RAB20, member RAS oncogene family	RAB20	1.16692054952428	1	1.14669274052033	1	1.34412076678156	1
26286	ADP ribosylation factor GTPase activating protein 3	ARFGAP3	1.43500296472147	1	1.43379639913247	1	0.78465721712379	1
9050	proline-serine-threonine phosphatase interacting protein 2	PSTPIP2	1.07606138718124	1	1.15780142499695	1	1.40599341806053	1
9414	tight junction protein 2	TJP2	1.58069303019529	1	1.51229968130289	1	0.546644094204407	0
6714	SRC proto-oncogene, non-receptor tyrosine kinase	SRC	1.32226162789413	1	1.36099878754752	1	0.945746833236431	1
7188	TNF receptor associated factor 5	TRAF5	1.11479797141524	1	1.20181909496236	1	1.30491161925354	1
5954	reticulocalbin 1	RCN1	0.588372163106026	1	1.15565847253379	1	1.87191275089207	1
3429	interferon alpha inducible protein 27	IFI27	0.459426763856152	0	1.19066864825621	0	1.93853337201337	1
10124	ADP ribosylation factor like GTPase 4A	ARL4A	1.189132890775	0	1.18740502378371	1	1.20880431597006	0
55362	transmembrane protein 63B	TMEM63B	0.937624148216022	1	1.18864747050242	1	1.44003085934207	1
51422	protein kinase AMP-activated non-catalytic subunit gamma 2	PRKAG2	1.19577271689932	1	1.42657952096432	1	0.943200882178072	1
8876	vanin 1	VNN1	0.675307714347682	0	1.80354589355816	1	1.07824896398286	1
5966	REL proto-oncogene, NF-kB subunit	REL	1.29677265917391	1	1.26774082416957	1	0.992549474735709	1
80218	N(alpha)-acetyltransferase 50, NatE catalytic subunit	NAA50	1.33057989595495	1	1.60756185202153	1	0.618399018010647	0
245972	ATPase H+ transporting V0 subunit d2	ATP6V0D2	0.578165014133026	0	1.251634835436	1	1.7163330375362	1
23141	ankyrin repeat and LEM domain containing 2	ANKLE2	1.42365990128389	1	1.32835196328626	1	0.785175520649203	1
4552	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	MTRR	1.04243780516901	1	1.26335432829218	1	1.21691434494793	1
2114	ETS proto-oncogene 2, transcription factor	ETS2	1.6301295666993	1	1.11342360812814	1	0.777192780472513	0
4286	melanocyte inducing transcription factor	MITF	1.62759870976141	1	1.33307224793157	1	0.551978714331051	1
710	serpin family G member 1	SERPING1	0.12701392150632	0	0.806052612139045	0	2.55977949122062	1
5329	plasminogen activator, urokinase receptor	PLAUR	1.18384346467723	1	1.12433472903477	1	1.18442836022692	1
126321	major facilitator superfamily domain containing 12	MFSD12	1.15795428317056	1	1.27479507290779	1	1.04921966970498	1
55092	transmembrane protein 51	TMEM51	1.33132532108891	1	1.17606826681216	1	0.964652871110529	1
10318	TNFAIP3 interacting protein 1	TNIP1	1.04632750398443	1	1.24086206952277	1	1.18294756364201	1
8482	semaphorin 7A (John Milton Hagen blood group)	SEMA7A	1.25556553276708	1	1.19663703739913	1	1.00792428677156	0
1130	lysosomal trafficking regulator	LYST	0.584182135403006	0	1.32833232115709	1	1.54296351508063	1
25822	DnaJ heat shock protein family (Hsp40) member B5	DNAJB5	1.65625015842641	1	1.42061456402977	1	0.377666554758669	0
9451	eukaryotic translation initiation factor 2 alpha kinase 3	EIF2AK3	1.45340346678725	1	1.33861306134582	1	0.661258317727592	0
3718	Janus kinase 3	JAK3	0.525748197793366	0	1.09980552249115	1	1.82192921289909	1
53831	G protein-coupled receptor 84	GPR84	1.00087816009105	0	1.32802751668165	1	1.10817516855853	0
85465	selenoprotein I	SELENOI	1.14682738496499	1	1.52569201794791	1	0.729431295802469	1
