PROBEID	ENTREZID	GENENAME	SYMBOL	ENSEMBL	logFC	AveExpr	t	P.Value	adj.P.Val	B	test
3109600	83955	NACA family member 4, pseudogene	NACA4P	ENSG00000228224	0.944444444444446	4.72	8.30398444884641	1.18881765760741e-07	0.000130835327307983	9.52962029924956	1
4053903	7477	Wnt family member 7B	WNT7B	ENSG00000188064	0.940000000000001	4.01	4.20213781133152	0.000510194244240518	0.0132271914134017	2.38301311235413	1
2773434	2920	C-X-C motif chemokine ligand 2	CXCL2	ENSG00000081041	0.938888888888888	9.44166666666667	9.34180705677943	2.01338360599575e-08	4.02878059559751e-05	10.9097987323537	1
3680254	5620	protamine 2	PRM2	ENSG00000122304	0.923333333333334	2.875	4.2858133663104	0.000422714697799581	0.0120522969083764	2.55080690922637	1
3683430	124274	G protein-coupled receptor 139	GPR139	ENSG00000180269	0.916666666666667	8.18055555555556	6.64618086925839	2.71028607064435e-06	0.00101184904154911	6.96083862250781	1
3917582	337968	keratin associated protein 6-3	KRTAP6-3	ENSG00000212938	0.911111111111112	5.83666666666667	3.82706428105696	0.0011878084182114	0.0201890742032827	1.62837046312138	1
3707950	54478	PICALM interacting mitotic regulator	PIMREG	ENSG00000129195	0.882222222222224	7.1	4.18519264817095	0.000530018901232618	0.0134162132707446	2.34899465134196	1
2732273	55752	septin 11	SEPTIN11	ENSG00000138758	0.863333333333335	5.00166666666667	7.77576226796072	3.09360010496259e-07	0.000285084862863621	8.761260267755	1
3481700	338872	C1q and TNF related 9	C1QTNF9	ENSG00000240654	0.858888888888889	1.94166666666667	3.75321015341084	0.00140290700565	0.0218228877041429	1.47971696687802	1
3481700	387911	C1q and TNF related 9B	C1QTNF9B	ENSG00000205863	0.858888888888889	1.94166666666667	3.75321015341084	0.00140290700565	0.0218228877041429	1.47971696687802	1
3692999	4495	metallothionein 1G	MT1G	ENSG00000125144	0.854444444444448	6.76722222222222	3.77055147374383	0.00134914911143922	0.0214567348929831	1.51461227614361	1
2900091	8332	H2A clustered histone 16	H2AC16	ENSG00000276903	0.844444444444447	7.26888888888889	4.68498117623003	0.000173172738804245	0.00801815318976178	3.34506361175596	1
2996246	11328	FKBP prolyl isomerase 9	FKBP9	ENSG00000122642	0.816666666666668	4.59166666666667	4.30164523911052	0.000407948084349177	0.0117994024764911	2.58251510029449	1
2996246	360132	FKBP prolyl isomerase 9 pseudogene 1	FKBP9P1	ENSG00000176826	0.816666666666668	4.59166666666667	4.30164523911052	0.000407948084349177	0.0117994024764911	2.58251510029449	1
3230332	677804	small nucleolar RNA, H/ACA box 17A	SNORA17A	ENSG00000274998	0.814444444444443	3.79722222222222	4.44349757736452	0.000296803269890085	0.00998171797976887	2.86595440592339	1
3230332	677824	small nucleolar RNA, H/ACA box 17B	SNORA17B	ENSG00000280496	0.814444444444443	3.79722222222222	4.44349757736452	0.000296803269890085	0.00998171797976887	2.86595440592339	1
3230332	84973	small nucleolar RNA host gene 7	SNHG7	ENSG00000233016	0.814444444444443	3.79722222222222	4.44349757736452	0.000296803269890085	0.00998171797976887	2.86595440592339	1
3938750	100423062	immunoglobulin lambda like polypeptide 5	IGLL5	ENSG00000254709	0.812222222222222	2.53388888888889	3.69110241293332	0.00161353886186834	0.0235026572900148	1.35480554762983	1
3780334	4161	melanocortin 5 receptor	MC5R	ENSG00000176136	0.811111111111112	2.89	4.03790877488584	0.000738468821589034	0.0158271237894706	2.05289583079608	1
2730313	1448	casein kappa	CSN3	ENSG00000171209	0.808888888888889	2.84333333333333	4.25383206825563	0.00045420881330599	0.0124516125553386	2.48671477445456	1
2529627	23704	potassium voltage-gated channel subfamily E regulatory subunit 4	KCNE4	ENSG00000152049	0.806666666666671	5.00888888888889	3.23878193991066	0.00444407274718476	0.0400567097617869	0.452036161437998	1
2595252	7341	small ubiquitin like modifier 1	SUMO1	ENSG00000116030	0.78666666666667	5.04666666666667	4.83707869824953	0.000123605191268623	0.0066683182966021	3.64411078791864	1
2470805	4613	MYCN proto-oncogene, bHLH transcription factor	MYCN	ENSG00000134323	0.782222222222227	6.87888888888889	3.97797989622267	0.000845263417282957	0.0168853778415207	1.93226384054481	1
3128046	6781	stanniocalcin 1	STC1	ENSG00000159167	0.77666666666667	8.02722222222222	5.87349260352192	1.31996847398423e-05	0.00228376889408029	5.60522666982458	1
3275729	3559	interleukin 2 receptor subunit alpha	IL2RA	ENSG00000134460	0.76888888888889	3.00888888888889	3.62879921174802	0.00185640681414908	0.0251145484857009	1.22963638691688	1
3699390	1504	chymotrypsinogen B1	CTRB1	ENSG00000168925	0.766666666666672	7.45555555555556	5.6226743359835	2.24319544427747e-05	0.00304783795827108	5.14454118900419	1
3699390	440387	chymotrypsinogen B2	CTRB2	ENSG00000168928	0.766666666666672	7.45555555555556	5.6226743359835	2.24319544427747e-05	0.00304783795827108	5.14454118900419	1
3340640	80168	monoacylglycerol O-acyltransferase 2	MOGAT2	ENSG00000166391	0.760000000000002	4.73222222222222	4.68859358489186	0.000171787820138336	0.00801660362815811	3.35219247245935	1
2939232	347733	tubulin beta 2B class IIb	TUBB2B	ENSG00000137285	0.758888888888889	4.29388888888889	3.82994202267163	0.00118012841071018	0.0201054449901178	1.63416450494869	1
2939232	7280	tubulin beta 2A class IIa	TUBB2A	ENSG00000137267	0.758888888888889	4.29388888888889	3.82994202267163	0.00118012841071018	0.0201054449901178	1.63416450494869	1
2792161	84076	transketolase like 2	TKTL2	ENSG00000151005	0.753333333333334	4.20777777777778	8.45557635457212	9.09542272418247e-08	0.000105368078727358	9.74172947256381	1
2473936	3777	potassium two pore domain channel subfamily K member 3	KCNK3	ENSG00000171303	0.751111111111113	4.57777777777778	7.19061817449157	9.31908247784258e-07	0.000517845103383759	7.85569575070501	1
2531908	93010	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	B3GNT7	ENSG00000156966	0.751111111111112	5.45	5.17906885708099	5.8341825729093e-05	0.00451060719004332	4.30716875947457	1
3834744	284339	transmembrane protein 145	TMEM145	ENSG00000167619	0.75	5.905	5.07648667168912	7.29920865101392e-05	0.00495049242470416	4.10975186736978	1
3318141	119772	olfactory receptor family 52 subfamily M member 1	OR52M1	ENSG00000197790	0.748888888888887	4.52333333333333	4.71886786982136	0.000160614405306557	0.0077189599895254	3.41188825138424	1
3017354	375612	LHFPL tetraspan subfamily member 3	LHFPL3	ENSG00000187416	0.737777777777776	5.84666666666667	7.68087204899902	3.68783424483241e-07	0.000304687558903624	8.61833299113314	1
3388830	4314	matrix metallopeptidase 3	MMP3	ENSG00000149968	0.733333333333343	11.0177777777778	10.581332680244	2.8500620703376e-09	1.56831790575502e-05	12.3517952680672	1
3265494	142940	TruB pseudouridine synthase family member 1	TRUB1	ENSG00000165832	0.733333333333334	5.28888888888889	5.92346764012724	1.18871844610914e-05	0.00223631467669302	5.69584906013727	1
3985644	158931	transcription elongation factor A like 6	TCEAL6	ENSG00000204071	0.725555555555559	6.71833333333333	4.95618276929494	9.50486367356674e-05	0.0056850965847521	3.87658779480732	1
3985644	85012	transcription elongation factor A like 3	TCEAL3	ENSG00000196507	0.725555555555559	6.71833333333333	4.95618276929494	9.50486367356674e-05	0.0056850965847521	3.87658779480732	1
3850166	9294	sphingosine-1-phosphate receptor 2	S1PR2	ENSG00000267534	0.710000000000002	4.97944444444444	3.38451261855361	0.00321124577019555	0.033754070992286	0.741020844172422	1
3186123	5004	orosomucoid 1	ORM1	ENSG00000229314	0.706666666666668	2.64666666666667	5.09155593507554	7.06243736194252e-05	0.00487308177974034	4.13883492392012	1
3186123	5005	orosomucoid 2	ORM2	ENSG00000228278	0.706666666666668	2.64666666666667	5.09155593507554	7.06243736194252e-05	0.00487308177974034	4.13883492392012	1
3373122	81318	olfactory receptor family 4 subfamily A member 5	OR4A5	ENSG00000221840	0.696666666666667	4.50944444444444	5.42829746895427	3.40082603206043e-05	0.00365652589432287	4.78103238104535	1
3662093	4504	metallothionein 3	MT3	ENSG00000087250	0.693333333333336	5.89	5.1252370576667	6.56116096300607e-05	0.00468622191293807	4.20373610759296	1
3985511	56849	transcription elongation factor A like 7	TCEAL7	ENSG00000182916	0.676666666666666	4.43722222222222	3.91118246250956	0.000982630989905007	0.0183761178579432	1.79775810031508	1
2761837	83888	fibroblast growth factor binding protein 2	FGFBP2	ENSG00000137441	0.674444444444447	4.25611111111111	3.6099432720807	0.00193682672002396	0.0256661607070725	1.19178748457868	1
2356115	10628	thioredoxin interacting protein	TXNIP	ENSG00000265972	0.667777777777781	9.81166666666667	5.03951483325634	7.9150341558069e-05	0.00515787079515796	4.03827994070543	1
2946194	3024	H1.1 linker histone, cluster member	H1-1	ENSG00000124610	0.666666666666669	4.00333333333333	4.5337347659808	0.000242572200022054	0.00920561499083695	3.04554328569776	1
2486901	10887	prokineticin receptor 1	PROKR1	ENSG00000169618	0.660000000000001	5.16555555555556	4.02390457934868	0.000762145772449849	0.0160944373102821	2.02471192877773	1
2471978	388	ras homolog family member B	RHOB	ENSG00000143878	0.654444444444445	4.58944444444444	7.42921601933478	5.9112282972211e-07	0.000382682488382746	8.23194409650515	1
3602299	79661	nei like DNA glycosylase 1	NEIL1	ENSG00000140398	0.653333333333332	5.02111111111111	5.29644024034986	4.52097812740162e-05	0.00415306515284298	4.53137840518989	1
2898096	154150	HDGF like 1	HDGFL1	ENSG00000112273	0.645555555555556	5.19055555555556	7.16140315676078	9.85847503102214e-07	0.000517845103383759	7.80896030700887	1
3906709	149699	gametocyte specific factor 1 like	GTSF1L	ENSG00000124196	0.640000000000001	2.37888888888889	6.07743082310483	8.62608877966601e-06	0.00191495355789775	5.97253437219268	1
3641597	196968	dynamin 1 pseudogene 46	DNM1P46	ENSG00000182397	0.638888888888892	5.115	3.88391448760261	0.00104493322689102	0.0188599263868875	1.74284568570395	1
3416702	118430	mucin like 1	MUCL1	ENSG00000172551	0.626666666666669	6.13555555555556	3.18458095907788	0.00501229731102381	0.0425898733338627	0.345205088368094	1
2435745	353142	late cornified envelope 3A	LCE3A	ENSG00000185962	0.626666666666667	6.16111111111111	4.42114739139649	0.000312035428656968	0.0102724437409627	2.82138186230219	1
4011951	27160	inhibitor of growth family, X-linked (pseudogene)	INGX	ENSG00000243468	0.623333333333338	5.11055555555556	5.15864881400601	6.09973716268532e-05	0.00452058298612346	4.26797713553413	1
2662297	375323	LHFPL tetraspan subfamily member 4	LHFPL4	ENSG00000156959	0.621111111111113	5.27944444444444	3.78812434293641	0.00129676747555741	0.0210559704153832	1.54997999858541	1
2697652	668	forkhead box L2	FOXL2	ENSG00000183770	0.617777777777782	5.25	5.98247106766609	1.05088055729499e-05	0.00206526178094822	5.80233269083269	1
4007550	27344	proprotein convertase subtilisin/kexin type 1 inhibitor	PCSK1N	ENSG00000102109	0.616666666666668	6.13166666666667	4.79418109137758	0.000135912075766704	0.00698962780303955	3.56000407996134	1
2544219	375189	profilin family member 4	PFN4	ENSG00000176732	0.611111111111112	3.29111111111111	3.7402764292123	0.00144438575369112	0.0221087446623749	1.45369556630174	1
3160500	84850	GLIS3 antisense RNA 1	GLIS3-AS1	ENSG00000237009	0.608888888888889	3.86777777777778	4.16176688013175	0.000558708484354589	0.0137527555533333	2.30194709042339	1
2532294	250	alkaline phosphatase, placental	ALPP	ENSG00000163283	0.60777777777778	6.02277777777778	5.93845161977085	1.15204114220352e-05	0.00218599806733118	5.72294322144315	1
2532294	251	alkaline phosphatase, germ cell	ALPG	ENSG00000163286	0.60777777777778	6.02277777777778	5.93845161977085	1.15204114220352e-05	0.00218599806733118	5.72294322144315	1
2532681	4759	neuraminidase 2	NEU2	ENSG00000115488	0.60777777777778	3.14833333333333	3.42575580817043	0.00292820558049211	0.0322424877599859	0.823200092486843	1
3849464	125962	olfactory receptor family 7 subfamily G member 1	OR7G1	ENSG00000161807	0.607777777777779	2.535	3.71890617554676	0.00151561283412691	0.0226323976200594	1.41071049828428	1
3944873	57026	pyridoxal phosphatase	PDXP	ENSG00000241360	0.604444444444446	6.35333333333333	5.39911633562365	3.62140313336584e-05	0.00379574782707217	4.72599033669794	1
2795904	152641	WWC2 antisense RNA 2	WWC2-AS2	ENSG00000251359	0.604444444444444	4.79666666666667	4.39768998512148	0.000328873131629408	0.0105330880922988	2.77456471025273	1
3376317	1128	cholinergic receptor muscarinic 1	CHRM1	ENSG00000168539	0.602222222222222	4.48444444444444	3.08025497559672	0.00631258316543781	0.0487388608174198	0.140762556423748	1
3868257	114132	sialic acid binding Ig like lectin 11	SIGLEC11	ENSG00000161640	0.598888888888892	4.485	5.28656998126302	4.61871632501193e-05	0.00419719075693714	4.51259430386355	1
3868257	400709	sialic acid binding Ig like lectin 16 (gene/pseudogene)	SIGLEC16	ENSG00000161643	0.598888888888892	4.485	5.28656998126302	4.61871632501193e-05	0.00419719075693714	4.51259430386355	1
3868257	89790	sialic acid binding Ig like lectin 10	SIGLEC10	ENSG00000142512	0.598888888888892	4.485	5.28656998126302	4.61871632501193e-05	0.00419719075693714	4.51259430386355	1
2635998	29114	transgelin 3	TAGLN3	ENSG00000144834	0.59	3.785	4.32176365256116	0.000389931300768738	0.0115359917489525	2.6227886306209	1
2573016	165257	complement C1q like 2	C1QL2	ENSG00000144119	0.585555555555558	3.605	4.3917954252366	0.000333246706867749	0.010594674990679	2.76279441568721	1
3840795	388561	zinc finger protein 761	ZNF761	ENSG00000160336	0.573333333333335	4.16888888888889	3.72535049012359	0.00149377340360354	0.0224344877181251	1.4236715113014	1
3840795	91661	zinc finger protein 765	ZNF765	ENSG00000196417	0.573333333333335	4.16888888888889	3.72535049012359	0.00149377340360354	0.0224344877181251	1.4236715113014	1
3840795	91664	zinc finger protein 845	ZNF845	ENSG00000213799	0.573333333333335	4.16888888888889	3.72535049012359	0.00149377340360354	0.0224344877181251	1.4236715113014	1
2946050	221613	H2A clustered histone 1	H2AC1	ENSG00000164508	0.566666666666668	4.58888888888889	4.00505114973285	0.000795228101366285	0.016420042907292	1.98676316794123	1
2809810	3001	granzyme A	GZMA	ENSG00000145649	0.564444444444446	2.45777777777778	4.14849491944218	0.000575650660083643	0.0139476601674918	2.27528294585838	1
2730465	401138	amelotin	AMTN	ENSG00000187689	0.563333333333335	1.59722222222222	3.98061450372579	0.00084025845100634	0.0168513048506844	1.93756820488607	1
3449591	144203	alpha-2-macroglobulin like 1 pseudogene	OVOS2	ENSG00000177359	0.560000000000003	5.39333333333333	5.21783340599861	5.36208660244364e-05	0.00430747767176595	4.38142005685433	1
3550234	56967	chromosome 14 open reading frame 132	C14orf132	ENSG00000227051	0.556666666666668	3.51388888888889	4.83046146519164	0.000125426999390135	0.00667455941810873	3.6311493796561	1
2552051	56660	potassium two pore domain channel subfamily K member 12	KCNK12	ENSG00000184261	0.554444444444446	6.57055555555556	5.14739550159045	6.25132669996221e-05	0.00461738093935799	4.24635614386039	1
2995476	100526825	INMT-MINDY4 readthrough (NMD candidate)	INMT-MINDY4	ENSG00000254959	0.554444444444444	4.78944444444444	7.63528921651796	4.01432883930993e-07	0.000304687558903624	8.54913743948126	1
2995476	11185	indolethylamine N-methyltransferase	INMT	ENSG00000241644	0.554444444444444	4.78944444444444	7.63528921651796	4.01432883930993e-07	0.000304687558903624	8.54913743948126	1
2659039	200958	mucin 20, cell surface associated	MUC20	ENSG00000176945	0.552222222222224	4.75277777777778	5.45167673556242	3.23406178314945e-05	0.00365652589432287	4.82504383889201	1
2659039	255812	succinate dehydrogenase complex flavoprotein subunit A pseudogene 1	SDHAP1	ENSG00000185485	0.552222222222224	4.75277777777778	5.45167673556242	3.23406178314945e-05	0.00365652589432287	4.82504383889201	1
2659039	727956	succinate dehydrogenase complex flavoprotein subunit A pseudogene 2	SDHAP2	ENSG00000242086	0.552222222222224	4.75277777777778	5.45167673556242	3.23406178314945e-05	0.00365652589432287	4.82504383889201	1
3445723	420	ADP-ribosyltransferase 4 (Dombrock blood group)	ART4	ENSG00000111339	0.55	3.39611111111111	3.40362866496325	0.00307685488269718	0.0330686781362537	0.779091479038955	1
3218209	5535	protein phosphatase 3 regulatory subunit B, beta	PPP3R2	ENSG00000188386	0.547777777777779	5.205	5.42216679078401	3.44599674257145e-05	0.00366964421503687	4.7694785443249	1
3428783	55332	DNA damage regulated autophagy modulator 1	DRAM1	ENSG00000136048	0.545555555555558	5.98055555555556	3.68136742850369	0.00164929266516017	0.023680744196243	1.33523761990924	1
3031827	6522	solute carrier family 4 member 2	SLC4A2	ENSG00000164889	0.545555555555558	7.35944444444444	5.24538806451147	5.05040496247414e-05	0.00419719075693714	4.43407974329778	1
3830417	2865	free fatty acid receptor 3	FFAR3	ENSG00000185897	0.545555555555556	4.135	5.51678428988338	2.81242252675099e-05	0.00343912401312867	4.9471960119541	1
2726396	326340	zygote arrest 1	ZAR1	ENSG00000182223	0.543333333333336	5.33388888888889	6.5855499264052	3.06002645067931e-06	0.00108635874525649	6.85806229716975	1
3866094	5739	prostaglandin I2 receptor	PTGIR	ENSG00000160013	0.541111111111114	4.81055555555556	3.44198516444973	0.00282370170016288	0.0317318715288443	0.855578829875943	1
3900545	4821	NK2 homeobox 2	NKX2-2	ENSG00000125820	0.541111111111113	4.74833333333333	5.20413589681885	5.52427259159162e-05	0.00438970267196835	4.35520561451495	1
3862108	1178	Charcot-Leyden crystal galectin	CLC	ENSG00000105205	0.53777777777778	3.61333333333333	3.92484021556844	0.000952835986722012	0.0180414680875721	1.82526191554053	1
2401018	54361	Wnt family member 4	WNT4	ENSG00000162552	0.533333333333336	5.13222222222222	5.82505815396274	1.46142100374831e-05	0.00240691146861658	5.51702279562511	1
3246182	6572	solute carrier family 18 member A3	SLC18A3	ENSG00000187714	0.533333333333335	4.04888888888889	3.50321166796166	0.00246156491308774	0.0294141058214683	0.977918659331777	1
4008078	6299	spalt like transcription factor 1	SALL1	ENSG00000103449	0.533333333333334	1.78777777777778	4.4520309243472	0.00029118787254821	0.00992560654195715	2.88296308703718	1
4008078	8712	PAGE family member 1	PAGE1	ENSG00000068985	0.533333333333334	1.78777777777778	4.4520309243472	0.00029118787254821	0.00992560654195715	2.88296308703718	1
2326774	2810	stratifin	SFN	ENSG00000175793	0.532222222222225	5.01277777777778	4.65324813686539	0.000185836150812483	0.0081970100862424	3.282388383752	1
3162529	286343	leucine rich adaptor protein 1 like	LURAP1L	ENSG00000153714	0.532222222222222	3.67722222222222	6.64582029964515	2.71223903736301e-06	0.00101184904154911	6.96022925670838	1
2330687	102465438	microRNA 6732	MIR6732	ENSG00000283724	0.532222222222222	5.07166666666667	4.0918281855663	0.000653995722231288	0.0147961632201245	2.16136970343427	1
2330687	80149	zinc finger CCCH-type containing 12A	ZC3H12A	ENSG00000163874	0.532222222222222	5.07166666666667	4.0918281855663	0.000653995722231288	0.0147961632201245	2.16136970343427	1
3224321	347168	olfactory receptor family 1 subfamily J member 1	OR1J1	ENSG00000136834	0.531111111111112	2.80888888888889	3.37678613366197	0.00326719105926817	0.0340128602979013	0.725642857698925	1
4024310	6658	SRY-box transcription factor 3	SOX3	ENSG00000134595	0.52777777777778	6.19055555555556	6.89655870918432	1.65054901757612e-06	0.000712357537762115	7.37864431443511	1
3127259	79873	nudix hydrolase 18	NUDT18	ENSG00000275074	0.52777777777778	5.22611111111111	5.5477715410616	2.63196937834539e-05	0.00331595681515092	5.00511721194962	1
3830412	2864	free fatty acid receptor 1	FFAR1	ENSG00000126266	0.526666666666668	5.85111111111111	3.52825810060177	0.00232701777628434	0.0284239668556019	1.02804368173032	1
2768039	170712	cytochrome c oxidase subunit 7B2	COX7B2	ENSG00000170516	0.526666666666668	2.25888888888889	3.90377952679769	0.000999168421305521	0.0184756819527903	1.78285000930831	1
2381249	79762	chromosome 1 open reading frame 115	C1orf115	ENSG00000162817	0.525555555555557	4.77277777777778	6.10563202713483	8.1366915540288e-06	0.00190528423186945	6.02280011572024	1
2540007	192668	cystin 1	CYS1	ENSG00000205795	0.525555555555556	6.97722222222222	5.16624132549886	5.99958678168327e-05	0.00451844957113441	4.28255548614192	1
3314614	84504	NK6 homeobox 2	NKX6-2	ENSG00000148826	0.524444444444447	5.84111111111111	3.92049163936539	0.000962223210086766	0.0181151091874692	1.81650486255957	1
3834405	1084	CEA cell adhesion molecule 3	CEACAM3	ENSG00000170956	0.523333333333338	5.43833333333333	3.97731583588139	0.000846529638513662	0.0168929862858787	1.93092684746284	1
3718177	6354	C-C motif chemokine ligand 7	CCL7	ENSG00000108688	0.523333333333337	8.95388888888889	6.9408418645622	1.51327348781889e-06	0.000679768627354727	7.45142830490693	1
3756319	1236	C-C motif chemokine receptor 7	CCR7	ENSG00000126353	0.522222222222223	5.35	3.09847333042189	0.00606396237147743	0.047618221818976	0.176342893633463	1
2465728	127623	olfactory receptor family 2 subfamily B member 11	OR2B11	ENSG00000177535	0.522222222222222	4.98444444444444	3.38530264198352	0.00320557887357515	0.0337436616864002	0.742593543891036	1
3493543	688	Kruppel like factor 5	KLF5	ENSG00000102554	0.518888888888891	4.66611111111111	6.08579955298632	8.47777472291502e-06	0.00190922894384724	5.98746425191392	1
2559494	84279	protease associated domain containing 1	PRADC1	ENSG00000135617	0.516666666666668	3.23833333333333	4.25323139840076	0.000454822429444016	0.0124516125553386	2.4855105118988	1
2578610	11249	neurexophilin 2	NXPH2	ENSG00000144227	0.516666666666667	4.26277777777778	3.84605550012841	0.00113803220426932	0.0197082823353045	1.66660897803928	1
2516953	3232	homeobox D3	HOXD3	ENSG00000128652	0.515555555555557	3.41333333333333	3.47573489699823	0.00261802536978091	0.030473483032389	0.922980612177987	1
2327659	4985	opioid receptor delta 1	OPRD1	ENSG00000116329	0.515555555555557	5.49888888888889	3.85767729016138	0.00110860427549275	0.0194434172971083	1.69001087781341	1
2413316	163742	solute carrier family 25 member 3 pseudogene 1	SLC25A3P1	ENSG00000236253	0.511111111111112	4.87333333333333	5.09216014815545	7.05310895711432e-05	0.00487308177974034	4.14000044519479	1
2407496	5453	POU class 3 homeobox 1	POU3F1	ENSG00000185668	0.50666666666667	6.84555555555556	6.28930992560511	5.57614783073154e-06	0.001550795345672	6.34700174414952	1
4038494	387893	lysine methyltransferase 5A	KMT5A	ENSG00000183955	0.504444444444446	3.44	5.47117376806168	3.10140693657454e-05	0.00365652589432287	4.86168737186802	1
3918369	10215	oligodendrocyte transcription factor 2	OLIG2	ENSG00000205927	0.504444444444445	5.28444444444444	4.07114767530215	0.000685183457213656	0.0151117966700699	2.11977351047257	1
3316375	7106	tetraspanin 4	TSPAN4	ENSG00000214063	0.504444444444445	4.40333333333333	5.25190898905031	4.97939363768273e-05	0.00419719075693714	4.44652717462354	1
3923865	353333	keratin associated protein 10-10	KRTAP10-10	ENSG00000221859	0.502222222222223	5.40222222222222	3.13885154207581	0.00554644826611784	0.0453502499203268	0.255388602421597	1
3923865	386674	keratin associated protein 10-6	KRTAP10-6	ENSG00000188155	0.502222222222223	5.40222222222222	3.13885154207581	0.00554644826611784	0.0453502499203268	0.255388602421597	1
3756997	3882	keratin 32	KRT32	ENSG00000108759	0.501111111111112	3.495	3.93429164543348	0.000932748064299484	0.0179424342685428	1.84429470799128	1
3913737	128414	sodium/potassium transporting ATPase interacting 4	NKAIN4	ENSG00000101198	0.500000000000002	4.57111111111111	5.28176133978071	4.66711320828543e-05	0.00419719075693714	4.50343820975602	1
2660013	6165	ribosomal protein L35a	RPL35A	ENSG00000182899	0.500000000000001	7.96444444444444	3.09988137238223	0.00604514912838209	0.0475213490945779	0.179095022862719	1
2599647	54738	FEV transcription factor, ETS family member	FEV	ENSG00000163497	0.49888888888889	5.64388888888889	4.06690219132987	0.000691768413623515	0.0152113032490182	2.11123290022366	1
3315181	50632	calcyon neuron specific vesicular protein	CALY	ENSG00000130643	0.49777777777778	5.93555555555556	4.32289522795059	0.000388942111291791	0.0115307223571695	2.62505317092485	1
2987199	7975	MAF bZIP transcription factor K	MAFK	ENSG00000198517	0.496666666666669	6.755	4.62627114780338	0.000197338500807396	0.00846314408912384	3.22903465747487	1
3843742	7694	zinc finger protein 135	ZNF135	ENSG00000176293	0.495555555555556	5.44	5.43434296360225	3.35687670734054e-05	0.00365652589432287	4.79242046732231	1
4012178	4435	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1	CITED1	ENSG00000125931	0.494444444444446	5.95055555555556	4.12594273873269	0.000605632584084078	0.0143031961462174	2.22996013790398	1
2887490	8614	stanniocalcin 2	STC2	ENSG00000113739	0.493333333333336	4.38222222222222	4.65713370070451	0.000184236408111994	0.00819333673752082	3.29006764893026	1
2977122	4829	neuromedin B receptor	NMBR	ENSG00000135577	0.492222222222221	4.03388888888889	5.25286647023233	4.96905317623296e-05	0.00419719075693714	4.44835438134322	1
3382015	25884	chordin like 2	CHRDL2	ENSG00000054938	0.491111111111112	3.46333333333333	3.11201979348192	0.00588530442230633	0.0468969953320979	0.202833590675948	1
3715460	23615	peptide YY 2 (pseudogene)	PYY2	ENSG00000237575	0.49	6.165	8.87372477759511	4.41156570046653e-08	6.47353150886458e-05	10.3079174971452	1
2659631	205564	SUMO specific peptidase 5	SENP5	ENSG00000119231	0.488888888888892	7.24666666666667	4.11897638325194	0.000615207593175594	0.0144517975809904	2.21595653899751	1
3644840	4917	netrin 3	NTN3	ENSG00000162068	0.48777777777778	5.205	5.22978924428647	5.22450316728759e-05	0.00426909080817161	4.40428115285156	1
3157217	1584	cytochrome P450 family 11 subfamily B member 1	CYP11B1	ENSG00000160882	0.487777777777779	5.23277777777778	5.14191917402484	6.32648272650373e-05	0.00465726459174159	4.23582864171941	1
