ACCNUM	ENTREZID	GENENAME	SYMBOL	ENSEMBL	logFC	AveExpr	t	P.Value	adj.P.Val	B	test
BC025290	100137047	jumonji domain containing 7	JMJD7	ENSG00000243789	-0.837930661543068	10.4741749656905	-3.48156619622382	0.00147143725317326	0.00761111688582842	1.18736761755077	-1
BC051824	10014	histone deacetylase 5	HDAC5	ENSG00000108840	-1.27435188126331	10.9652307619408	-5.16804819599196	1.23806702820589e-05	0.000210974163131328	5.64863470869297	-1
BC020066	10015	programmed cell death 6 interacting protein	PDCD6IP	ENSG00000170248	0.311620637079706	13.0155039666952	2.22198107568002	0.0335221030837511	0.0842002993282099	-1.62128306945933	0
NM_013232	10016	programmed cell death 6	PDCD6	ENSG00000249915	-0.95815847705796	11.4666265934656	-6.04165899440632	9.84648620827999e-07	3.4165017262218e-05	8.02632347814857	-1
AB071195	10018	BCL2 like 11	BCL2L11	ENSG00000153094	0.443110706959326	11.2470448090343	1.32824480858109	0.19354831766625	0.318813396666144	-3.04909959565106	0
BC015975	100188893	translocase of outer mitochondrial membrane 6	TOMM6	ENSG00000214736	-0.155796576712222	13.9824866492704	-1.21385483211606	0.23373837148464	0.365766093962912	-3.18688235789502	0
BC015786	10019	SH2B adaptor protein 3	SH2B3	ENSG00000111252	0.0476317177101375	13.8449218388631	0.385768838313673	0.70223568871695	0.7958034168424	-3.83068127960175	0
NM_005482	10026	phosphatidylinositol glycan anchor biosynthesis class K	PIGK	ENSG00000142892	-0.224736509414498	11.4204795756178	-1.13856314459413	0.263387315723365	0.400312945730995	-3.27141586497371	0
NM_001018024	100272147	C-X9-C motif containing 4	CMC4	ENSG00000182712	-0.0580397109738442	12.3280991898324	-0.365119739602733	0.71743839370451	0.806915382415962	-3.83837941508126	0
NM_182905	100287171	WASH complex subunit 1	WASHC1	ENSG00000181404	-0.559497107617817	13.0192560916966	-4.43424049214257	0.000103038003854454	0.00101637507666397	3.66050718406062	-1
NM_006327	100287932	translocase of inner mitochondrial membrane 23	TIMM23	ENSG00000265354	-0.0147000861959565	13.2383219377992	-0.121714957099308	0.903890381498864	0.939443984664682	-3.89733999896952	0
BC093812	100288695	LIM zinc finger domain containing 4	LIMS4	ENSG00000256671	0.606201230817888	13.1212314601588	3.44336325386221	0.00163072010907908	0.00818897143781373	1.09270772674909	1
BC063682	100288778	WAS protein family homolog 8, pseudogene	WASH8P	ENSG00000226210	-0.345177070423054	12.5355764802584	-2.28037270328075	0.0294308073951608	0.0759994003273498	-1.50876837094566	0
AK001980	10038	poly(ADP-ribose) polymerase 2	PARP2	ENSG00000129484	-0.966568433009389	10.9476552209153	-6.47111007569624	2.87163440748966e-07	1.5181223158965e-05	9.18103026360536	-1
BC104754	10042	HMG-box containing 4	HMGXB4	ENSG00000100281	0.28590831771119	11.6467590956501	2.42696240882237	0.0210704496152012	0.058895503212515	-1.21734724594429	0
NM_005488	10043	target of myb1 membrane trafficking protein	TOM1	ENSG00000100284	0.930314507333957	12.2056868070772	5.92996718158077	1.35913815098789e-06	4.33503731388725e-05	7.72387886152104	1
NM_005493	10048	RAN binding protein 9	RANBP9	ENSG00000010017	-0.0594776935531982	12.6274185896441	-0.368437696819981	0.714987460823106	0.805508148664541	-3.83717075098682	0
BC000177	10049	DnaJ heat shock protein family (Hsp40) member B6	DNAJB6	ENSG00000105993	0.24091774804171	12.4136271452245	1.0833926483083	0.2867775830856	0.425351421598219	-3.33019743041457	0
BC030570	100506084	ADP ribosylation factor like GTPase 17B	ARL17B	ENSG00000228696	-0.521725683127048	10.5003493908612	-1.89024615679289	0.0678653167865447	0.145133854723638	-2.2188544222516	0
BC029439	100506144	transmembrane protein 35B	TMEM35B	ENSG00000243749	-0.29309836860733	13.1319359319418	-1.5386460267628	0.133779356680886	0.242166244474378	-2.76718717375011	0
NM_000247	100507436	MHC class I polypeptide-related sequence A	MICA	ENSG00000204520	0.398980559838886	11.176400643145	2.1946000422235	0.035610636453968	0.0883391144104715	-1.67331921691756	0
NM_001002799	10051	structural maintenance of chromosomes 4	SMC4	ENSG00000113810	-0.254227622696316	10.6226349732163	-0.890228714067625	0.380026417281827	0.520395138819128	-3.51445672687947	0
BC052310	100526836	BLOC1S5-TXNDC5 readthrough (NMD candidate)	BLOC1S5-TXNDC5	ENSG00000259040	-0.350984804725913	11.2632104492567	-1.78468837720245	0.0838519722549527	0.171046363340097	-2.3931485229188	0
BC040148	100529209	RNASEK-C17orf49 readthrough	RNASEK-C17orf49	ENSG00000161939	-0.125341198273526	12.6291424388385	-0.491847496892001	0.626204108289723	0.736577831596217	-3.78454100247186	0
BC012379	100533106	ZHX1-C8orf76 readthrough	ZHX1-C8orf76	ENSG00000259305	0.68099908669331	10.1951331465279	3.97444940483683	0.000379162010440505	0.00267559935479424	2.44389447033092	1
AY336750	100533184	ARHGAP19-SLIT1 readthrough (NMD candidate)	ARHGAP19-SLIT1	ENSG00000269891	-1.56863125367746	11.1686195308637	-8.44145399326264	1.2622303414784e-09	4.92684398019316e-07	14.2158487388772	-1
BC051725	100533483	DNAAF4-CCPG1 readthrough (NMD candidate)	DNAAF4-CCPG1	ENSG00000261771	-0.126487819758683	10.974995338279	-0.915570524064998	0.366780716917005	0.506909372865536	-3.49222138501796	0
NM_005499	10054	ubiquitin like modifier activating enzyme 2	UBA2	ENSG00000126261	0.659863955929763	11.4779974293254	5.78353914544264	2.07570197669295e-06	5.84329688533186e-05	7.32635342850077	1
BC000344	10055	SUMO1 activating enzyme subunit 1	SAE1	ENSG00000142230	-0.442125835753746	12.3014817726681	-3.09733384632086	0.00405989277780387	0.0166157391710912	0.257540174735574	-1
BC017783	10056	phenylalanyl-tRNA synthetase subunit beta	FARSB	ENSG00000116120	-0.388185396348439	11.7508529403618	-1.83304303965832	0.0761694564077624	0.158439752229349	-2.31430287442713	0
AY196484	10057	ATP binding cassette subfamily C member 5	ABCC5	ENSG00000114770	-0.385313837037364	12.4826601051779	-1.77867924972325	0.0848511373770256	0.172502811915019	-2.40282762435761	0
NM_012062	10059	dynamin 1 like	DNM1L	ENSG00000087470	-0.236817569225909	12.1142688518517	-1.77492951691845	0.0854797199259505	0.173420640323065	-2.40885400207157	0
AF091073	10061	ATP binding cassette subfamily F member 2	ABCF2	ENSG00000033050	-0.387854180632274	11.6245632247213	-2.05827393047082	0.04783365639229	0.110962505471609	-1.9252977065518	0
BC008819	10062	nuclear receptor subfamily 1 group H member 3	NR1H3	ENSG00000025434	1.34024742906195	12.7864837555533	4.9029600916825	2.6703249528394e-05	0.000378639107357206	4.92669475331243	1
BC108317	10063	cytochrome c oxidase copper chaperone COX17	COX17	ENSG00000138495	0.981278391192605	11.7026766104375	4.29917096549724	0.000151513902157709	0.0013473699855455	3.29977711213041	1
NM_005697	10066	secretory carrier membrane protein 2	SCAMP2	ENSG00000140497	-0.519302352715092	14.0093212475919	-4.4662632500534	9.40098703414007e-05	0.000951210493589553	3.74636248533754	-1
BC010505	10067	secretory carrier membrane protein 3	SCAMP3	ENSG00000116521	-0.128296782742261	12.7676022882623	-1.00209520505496	0.323859522353703	0.463326834238815	-3.41186942503609	0
NM_005699	10068	interleukin 18 binding protein	IL18BP	ENSG00000137496	-0.342544168334062	12.7426160746928	-2.58687264211439	0.0144669785065932	0.0443016162797113	-0.885625645041358	-1
BC017912	10069	RWD domain containing 2B	RWDD2B	ENSG00000156253	-1.26299421514715	11.7880695255166	-4.59235961099055	6.54571417238734e-05	0.00073986405645469	4.08551772244655	-1
NM_005700	10072	dipeptidyl peptidase 3	DPP3	ENSG00000254986	-0.396214459463437	11.2412386069124	-1.73728626545674	0.0920112125889555	0.183176658657449	-2.4687768575383	0
NM_005701	10073	snurportin 1	SNUPN	ENSG00000169371	-0.338898159534399	12.2800543060712	-2.9935501838674	0.0052982477672631	0.0204910342796108	0.0157554065497481	-1
NM_031407	10075	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	HUWE1	ENSG00000086758	0.0550972247220507	12.9286230467249	0.440371255755432	0.662646124427714	0.765194434718243	-3.80830698987529	0
AB041834	10084	polyglutamine binding protein 1	PQBP1	ENSG00000102103	-0.0749519860108094	11.7512014243293	-0.663795970691275	0.511603388526531	0.641462388628669	-3.68651752368238	0
AK090466	100861548	PINK1 antisense RNA	PINK1-AS	ENSG00000117242	-0.412197176020307	11.169327669472	-2.50381169208611	0.0176126533861123	0.0512909801927383	-1.05966594402694	0
NM_031361	10087	ceramide transporter 1	CERT1	ENSG00000113163	0.564640080313321	11.6565073698211	3.67520364969207	0.000869125607226985	0.00505659387081627	1.67368972165951	1
BC057237	10092	actin related protein 2/3 complex subunit 5	ARPC5	ENSG00000162704	-0.097049600442336	14.2687344471545	-0.878801923227676	0.386098564180765	0.526669191367261	-3.52428892005727	0
NM_001024959	10093	actin related protein 2/3 complex subunit 4	ARPC4	ENSG00000241553	-0.280940451222911	13.3882890085426	-3.00343243933454	0.00516645393876159	0.02004482620332	0.0385885160047232	-1
NM_005720	10095	actin related protein 2/3 complex subunit 1B	ARPC1B	ENSG00000130429	-0.474302502863409	14.2379859858488	-3.3131077163357	0.00230829354246449	0.0108093644185868	0.773443686847718	-1
NM_005721	10096	actin related protein 3	ACTR3	ENSG00000115091	0.13477473720102	14.4151899315909	1.42177450285683	0.16482234937576	0.283022315526561	-2.92825389089873	0
BC014546	10097	actin related protein 2	ACTR2	ENSG00000138071	-0.202354322501204	14.3533464741902	-1.32656049663371	0.194098937134875	0.319172241960214	-3.05120893659504	0
NM_005724	10099	tetraspanin 3	TSPAN3	ENSG00000140391	0.200018736109756	13.297418723971	1.28516893469591	0.208011604721674	0.33523521701904	-3.10229305444148	0
AK026965	100996485	chromosome 5 open reading frame 66	C5orf66	ENSG00000224186	0.0765197282905774	11.1642137873099	0.322266732478715	0.749359016117662	0.83002498296032	-3.85301489630339	0
NM_032906	100996939	PIGY upstream reading frame	PYURF	ENSG00000145337	-0.303091068497029	11.1414675012954	-2.29715894711115	0.028340922360921	0.0737945475922835	-1.47603953046384	0
NM_005726	10102	Ts translation elongation factor, mitochondrial	TSFM	ENSG00000123297	0.909818940140712	10.6597928729665	3.75803340534671	0.000692053059124599	0.00423559183132412	1.88478457502397	1
NM_005729	10105	peptidylprolyl isomerase F	PPIF	ENSG00000108179	1.11182719993232	14.4415665815572	5.98464018917841	1.16066722736379e-06	3.89629024193329e-05	7.87201731431333	1
NM_005730	10106	CTD small phosphatase 2	CTDSP2	ENSG00000175215	-0.844669347961858	11.6705894556419	-3.28632718796915	0.00247777055730646	0.0114178116141081	0.708502462757484	-1
U50523	10109	actin related protein 2/3 complex subunit 2	ARPC2	ENSG00000163466	-0.103424958500648	14.44639922001	-1.02848658308674	0.311477902039156	0.450565567357974	-3.38600741688477	0
NM_005732	10111	RAD50 double strand break repair protein	RAD50	ENSG00000113522	-0.779263277231779	10.3439127441738	-2.90656312330424	0.0066034912592029	0.0241947197342016	-0.183441216722684	-1
BC002765	10113	prolactin regulatory element binding	PREB	ENSG00000138073	-0.432727109244002	11.1417050701723	-3.36633052568307	0.00200389255829141	0.00963763226100899	0.903226727021005	-1
AF305239	10114	homeodomain interacting protein kinase 3	HIPK3	ENSG00000110422	0.746155924915392	11.1340735662502	3.93504579905891	0.000423333198214487	0.00290585192223628	2.34134132449459	1
NM_015322	10116	fem-1 homolog B	FEM1B	ENSG00000169018	0.184514947939267	14.1062763989216	1.74712154132714	0.0902653764724601	0.180763357488215	-2.45322182246672	0
BC026016	10121	actin related protein 1A	ACTR1A	ENSG00000138107	-0.0522197600412078	12.707262511254	-0.52620770437937	0.602393566264188	0.716850479244552	-3.76723975036221	0
NM_005737	10123	ADP ribosylation factor like GTPase 4C	ARL4C	ENSG00000188042	0.0195226319207471	12.7141816481183	0.0409468385950837	0.967594191538504	0.979188695755448	-3.90389093084702	0
BC003027	10124	ADP ribosylation factor like GTPase 4A	ARL4A	ENSG00000122644	1.18740502378371	10.678465644107	2.56280607177325	0.0153204811915912	0.0462611696516047	-0.936430892222572	1
NM_133259	10128	leucine rich pentatricopeptide repeat containing	LRPPRC	ENSG00000138095	-0.13941199459093	11.623529719274	-0.609929301196712	0.546241146020766	0.670101051413013	-3.72029254406852	0
BC001312	10130	protein disulfide isomerase family A member 6	PDIA6	ENSG00000143870	-0.293091734720381	13.3541903012986	-2.15684392415377	0.0386810637207076	0.0942153679741814	-1.74430073629347	0
NM_016292	10131	TNF receptor associated protein 1	TRAP1	ENSG00000126602	-0.75317123694356	12.9015499921245	-2.34236175116077	0.0255848510789279	0.0683960542082111	-1.38706922776169	0
BC013876	10133	optineurin	OPTN	ENSG00000123240	1.52577298278556	12.2642421901274	4.59285645606279	6.5363666197985e-05	0.00073986405645469	4.0868572175181	1
NM_005745	10134	B cell receptor associated protein 31	BCAP31	ENSG00000185825	-0.041433704513846	13.9965241594713	-0.327131577550057	0.745711292564243	0.827212824167918	-3.8514445709766	0
NM_005746	10135	nicotinamide phosphoribosyltransferase	NAMPT	ENSG00000105835	1.56500111510651	13.6150057789893	6.39074295527788	3.61287842039781e-07	1.79680486774451e-05	8.96606825035335	1
NM_005749	10140	transducer of ERBB2, 1	TOB1	ENSG00000141232	-0.291242607929997	13.9368291494271	-1.17338978830233	0.249350388324296	0.383888673975998	-3.23292912553178	0
NM_147166	10142	A-kinase anchoring protein 9	AKAP9	ENSG00000127914	-0.424149518061691	10.7757719924198	-1.87637969034615	0.0698032782542692	0.148391930322651	-2.24220594083576	0
BX647869	10146	G3BP stress granule assembly factor 1	G3BP1	ENSG00000145907	0.503894157956916	12.7550256242936	2.86561333475135	0.00731779648594466	0.0261408276704615	-0.276072224195224	1
BC104038	10150	muscleblind like splicing regulator 2	MBNL2	ENSG00000139793	-1.46637370652113	10.7899895684375	-6.44351972328602	3.10699585959965e-07	1.6108393977878e-05	9.10729744602735	-1
NM_005760	10153	CCAAT enhancer binding protein zeta	CEBPZ	ENSG00000115816	-0.0390273077831349	10.4600350761421	-0.204408909353455	0.839336136111201	0.893970872747329	-3.88390148338284	0
NM_005761	10154	plexin C1	PLXNC1	ENSG00000136040	1.05048725868819	11.3892084665973	3.28472912074031	0.00248825190478953	0.0114503929326641	0.70463506412016	1
NM_005762	10155	tripartite motif containing 28	TRIM28	ENSG00000130726	-0.448969913789171	10.7909403612906	-2.59925392285634	0.01404519553859	0.0433162346559913	-0.859370210643255	-1
NM_005765	10159	ATPase H+ transporting accessory protein 2	ATP6AP2	ENSG00000182220	-0.0769983643901231	13.8118961156867	-0.424493036924951	0.674063489103083	0.773264985986404	-3.81511489277153	0
BC041595	10160	FERM, ARH/RhoGEF and pleckstrin domain protein 1	FARP1	ENSG00000152767	0.509316630197391	11.2505906377606	1.82236318997548	0.0778124933677187	0.161045931697723	-2.33186318872016	0
NM_005767	10161	lysophosphatidic acid receptor 6	LPAR6	ENSG00000139679	-1.48938842832546	12.7819873197065	-3.6794627332401	0.000859034504849808	0.00501526753527097	1.68450169347598	-1
NM_005768	10162	lysophosphatidylcholine acyltransferase 3	LPCAT3	ENSG00000111684	-0.381869099997742	13.4276895075581	-3.33511067388906	0.00217742382045886	0.0103024831082176	0.826982589950138	-1
NM_006990	10163	WASP family member 2	WASF2	ENSG00000158195	-0.122905557184618	12.2483153925468	-1.13244118004023	0.265912739605518	0.40278035990122	-3.27807118878769	0
NM_014251	10165	solute carrier family 25 member 13	SLC25A13	ENSG00000004864	0.85031310106727	10.8247601975451	4.8578254521633	3.04295509599576e-05	0.000416946949275827	4.8040621651516	1
NM_001018108	10169	small EDRK-rich factor 2	SERF2	ENSG00000140264	-0.0154133775470449	13.5192520231925	-0.113933857491922	0.910006260076129	0.943158695608387	-3.8982541208625	0
NM_052827	1017	cyclin dependent kinase 2	CDK2	ENSG00000123374	0.721670383154226	10.2073072920461	2.42580238215322	0.0211270961620155	0.0590292649320733	-1.21970215366567	0
NM_001009551	10175	cornichon family AMPA receptor auxiliary protein 1	CNIH1	ENSG00000100528	0.438258604067906	12.3504526749737	2.89142820976697	0.00685948975540881	0.0249145870802352	-0.217764216331645	1
AF217981	101752399	STAG3L5P-PVRIG2P-PILRB readthrough	STAG3L5P-PVRIG2P-PILRB	ENSG00000272752	-0.297610820365211	11.1558627177389	-1.18209722185406	0.245927978350657	0.379662567068052	-3.22314082620131	0
NM_016090	10179	RNA binding motif protein 7	RBM7	ENSG00000076053	0.809892490377539	10.9291287876937	6.08362606787195	8.72487123401936e-07	3.16642083595708e-05	8.13976549639054	1
NM_005777	10180	RNA binding motif protein 6	RBM6	ENSG00000004534	-0.694008705428216	12.1126155751148	-4.01895544357417	0.000334682035472146	0.00243187790709955	2.56009941794179	-1
NM_005778	10181	RNA binding motif protein 5	RBM5	ENSG00000003756	-0.275386770583939	12.852836722474	-2.02853207884537	0.0509469776519529	0.116578789114868	-1.97865732904994	0
NM_005779	10184	LHFPL tetraspan subfamily member 2	LHFPL2	ENSG00000145685	0.404648232815985	14.2820981950429	2.53596911907345	0.0163268285675285	0.0485789173509356	-0.992722937868322	1
NM_005782	10189	Aly/REF export factor	ALYREF	ENSG00000183684	0.0513023598498812	11.7760719521037	0.38321982843267	0.704105787213508	0.79669278124345	-3.8316542627579	0
NM_000075	1019	cyclin dependent kinase 4	CDK4	ENSG00000135446	0.637445956402837	12.451879936354	3.94118180386457	0.00041613819779851	0.00287000704675829	2.35729025192874	1
NM_005783	10190	thioredoxin domain containing 9	TXNDC9	ENSG00000115514	0.150529418842275	11.2841346921108	1.44828567702892	0.157322476493761	0.273472845345821	-2.8926868877631	0
NM_001013681	101929163	TSBP1 and BTNL2 antisense RNA 1	TSBP1-AS1	ENSG00000225914	0.160508388258165	14.0806269665496	0.817991419835982	0.419447095545738	0.557601781901611	-3.5745751663346	0
BC032637	10193	ring finger protein 41	RNF41	ENSG00000181852	-0.175129441242852	10.1873731734454	-0.763290570070255	0.450913920824684	0.587053725890427	-3.61685715531499	0
NM_005786	10194	teashirt zinc finger homeobox 1	TSHZ1	ENSG00000179981	-0.74852319258923	10.7850052952806	-2.17503210927807	0.0371736765646511	0.091389258313829	-1.71021938544251	0
NM_001006941	10195	ALG3 alpha-1,3- mannosyltransferase	ALG3	ENSG00000214160	-0.583843086774626	11.9955305789334	-2.21149122464635	0.0343089121252344	0.0856956979199494	-1.6412736394126	0
NM_005788	10196	protein arginine methyltransferase 3	PRMT3	ENSG00000185238	-0.703843460534697	10.2470146816418	-4.27680045188602	0.000161472618853433	0.00141043319695976	3.24026919396438	-1
NM_005789	10197	proteasome activator subunit 3	PSME3	ENSG00000131467	-0.274625540934853	12.2351793703055	-2.38524644794786	0.0231969812313244	0.06341626395726	-1.30155136137472	0
NM_005791	10199	M-phase phosphoprotein 10	MPHOSPH10	ENSG00000124383	-0.208410676150518	11.7519622702476	-1.51379817971454	0.139950063003094	0.250438114549772	-2.80235086371513	0
NM_001110	102	ADAM metallopeptidase domain 10	ADAM10	ENSG00000137845	-0.193781541391632	11.5758261776842	-1.53652065869053	0.134298401692909	0.242861772306486	-2.77021411817557	0
NM_004935	1020	cyclin dependent kinase 5	CDK5	ENSG00000164885	-0.934882721107984	11.915606435303	-3.20207026994036	0.00309218634915687	0.013463644065006	0.505828292028185	-1
NM_005792	10200	M-phase phosphoprotein 6	MPHOSPH6	ENSG00000135698	0.0316803374570949	12.095970547851	0.181034977981653	0.857488606265441	0.907499763944856	-3.88838957154019	0
NM_005793	10201	NME/NM23 nucleoside diphosphate kinase 6	NME6	ENSG00000172113	-0.0988873098352379	11.1107034060977	-0.68087596434742	0.500876313951779	0.632418161141935	-3.67522824239978	0
NM_005795	10203	calcitonin receptor like receptor	CALCRL	ENSG00000064989	0.929333729615161	11.8361187284709	1.55714233870311	0.129330637607068	0.235861985846491	-2.74069371242982	0
NM_005796	10204	nuclear transport factor 2	NUTF2	ENSG00000102898	-0.284023648989496	13.089069008174	-2.12831999549927	0.0411547240469516	0.0988058553924017	-1.79732452891124	0
BC003579	10206	tripartite motif containing 13	TRIM13	ENSG00000204977	0.147959637958701	12.2627777507474	1.18765055330473	0.243763364019598	0.377103047471793	-3.21686364953415	0
NM_005800	10208	ubiquitin specific peptidase like 1	USPL1	ENSG00000132952	-0.0642689803280234	11.1488430519255	-0.388863805836153	0.699967582125049	0.79411665197492	-3.82949131190895	0
NM_005801	10209	eukaryotic translation initiation factor 1	EIF1	ENSG00000173812	0.283284311610672	13.6434791850973	2.50200662154949	0.0176875152120076	0.0514643454532694	-1.06340699554834	0
BC052264	1021	cyclin dependent kinase 6	CDK6	ENSG00000105810	0.689055744853343	11.9375917271953	3.59219859834463	0.00109037060304858	0.00599815504208782	1.46393735859193	1
AB045733	10210	TOP1 binding arginine/serine rich protein	TOPORS	ENSG00000197579	0.282079970412255	10.7860558613193	1.83360056583402	0.0760845041570096	0.158299151196208	-2.31338390193072	0
NM_005803	10211	flotillin 1	FLOT1	ENSG00000137312	0.431026058130891	10.5926385425181	1.42109067249225	0.165019471173197	0.283252135870342	-2.92916369897398	0
BC032128	10212	DExD-box helicase 39A	DDX39A	ENSG00000123136	0.765892719579059	12.2189280268668	4.58325352435798	6.7193981175709e-05	0.000750025585392701	4.06097182526082	1
NM_005805	10213	proteasome 26S subunit, non-ATPase 14	PSMD14	ENSG00000115233	0.43552064487417	12.7021839516187	3.56563023635024	0.00117206689252503	0.00633507172902879	1.39719787642705	1
NM_001015891	102157402	adenylate kinase 6	AK6	ENSG00000085231	0.836943377850105	12.0381961154852	5.73815489483813	2.36722386511961e-06	6.47394746656337e-05	7.20294345311691	1
NM_001008392	10217	CTD small phosphatase like	CTDSPL	ENSG00000144677	-1.49846253979841	12.0737652737906	-4.07823089383941	0.000283295360212248	0.00214798989098254	2.71545216619831	-1
NM_001799	1022	cyclin dependent kinase 7	CDK7	ENSG00000134058	0.169580110277643	12.5471158360667	1.35335169202126	0.185482465173885	0.30932172657165	-3.01737487854815	0
NM_025195	10221	tribbles pseudokinase 1	TRIB1	ENSG00000173334	0.407825312054493	12.8419925359231	2.04709712641967	0.048983428242108	0.113015373614266	-1.94541905991661	0
NM_005817	10226	perilipin 3	PLIN3	ENSG00000105355	0.0695663506271966	12.5758089058573	0.666165130059511	0.510107968652273	0.640341198753175	-3.68496823168348	0
BC009944	10228	syntaxin 6	STX6	ENSG00000135823	-0.466843292138014	11.171738116628	-3.19474547361048	0.00315198879738362	0.0136708351328382	0.488330017147404	-1
NM_016138	10229	coenzyme Q7, hydroxylase	COQ7	ENSG00000167186	-0.446792299191614	10.0686088110125	-2.26509223288893	0.0304556073462799	0.0782245400623271	-1.53841338540383	0
NM_005826	10236	heterogeneous nuclear ribonucleoprotein R	HNRNPR	ENSG00000125944	-0.107962820803106	12.6526350838411	-0.90803240204247	0.370688901205906	0.510628904943876	-3.49889728603853	0
NM_005827	10237	solute carrier family 35 member B1	SLC35B1	ENSG00000121073	-0.192079223122782	14.1112678095185	-1.9421859214097	0.0610129348135428	0.134198474803645	-2.13018462092336	0
NM_001003725	10238	DDB1 and CUL4 associated factor 7	DCAF7	ENSG00000136485	-0.380760953635306	14.4995098751025	-3.09451482705963	0.00408955381867831	0.016711664235305	0.250915628940664	-1
BC010020	10239	adaptor related protein complex 3 subunit sigma 2	AP3S2	ENSG00000157823	-0.871719050702133	11.5753351903284	-5.34765677283316	7.34951005893169e-06	0.000147135054401152	6.13862731377792	-1
AY702976	1024	cyclin dependent kinase 8	CDK8	ENSG00000132964	-0.183504350891029	11.7963391839155	-1.06896390006318	0.293130463662929	0.43206979868999	-3.34512490725254	0
BC004130	10241	calcium binding and coiled-coil domain 2	CALCOCO2	ENSG00000136436	0.253110793845808	11.9787772222624	1.6416889567912	0.110505449467507	0.209575484314163	-2.61617820459632	0
BC065725	10244	Rab9 effector protein with kelch motifs	RABEPK	ENSG00000136933	-0.68928970280561	12.1081941880386	-3.02233234541691	0.00492299058465557	0.0192953641479145	0.0823698736875174	-1
BC010142	10245	translocase of inner mitochondrial membrane 17B	TIMM17B	ENSG00000126768	-0.177277352105486	10.8246267534439	-1.12222953459845	0.270164008122265	0.407522163678474	-3.28909901385592	0
BC001430	10248	POP7 homolog, ribonuclease P/MRP subunit	POP7	ENSG00000172336	-0.554245592365202	11.8026336536754	-3.71562183136404	0.000777823669894558	0.00464205166193072	1.77648164871469	-1
NM_001261	1025	cyclin dependent kinase 9	CDK9	ENSG00000136807	-0.242644856385565	12.7329587093771	-2.18815813139274	0.0361185958842262	0.089387461640237	-1.68549362831176	0
BC036187	10250	serine and arginine repetitive matrix 1	SRRM1	ENSG00000133226	0.22521340163472	11.3498244037443	1.68128020191248	0.102502343385916	0.198329061442515	-2.55597255448055	0
BC028740	10254	signal transducing adaptor molecule 2	STAM2	ENSG00000115145	-0.24825457290062	12.5305501092276	-2.2533322290999	0.0312660459289872	0.0798175788468519	-1.56113184865056	0
AF541977	10257	ATP binding cassette subfamily C member 4	ABCC4	ENSG00000125257	-0.854447274726503	11.613177057136	-1.97922673344748	0.0565004370334137	0.126269190353217	-2.06580551881084	0
